content,sentiment_labels
cant update profile mysejahtera although installed reinstalled times helpdesk never help also dunnow call help sejahter mother name,-1
already register still cannot login hmm poor apps,-1
excellent,2
need say much full problems,-1
easy entered anywhere,2
One stop Shop for best cosmetics,2
user friendly,1
products great cheap problem get products month products delivered yet advantage cheap price product wont reach amazon far better super fast delivery,2
easy use,2
awesome,2
easy tracking really practical,2
useless,-1
nice,1
Expensive,-1
update cannot check hotspot please fix,-1
Lv the app,2
helps tremendously convenient keep good work many appreciate useful convenient,2
ok je,1
Must try this app ..all beauty products are available..they send u on time with perfect packaging..,2
Best app,2
cant update new time,-1
app yg mmg teruk sy xblh submit soalan harian xblh refresh status terkini padahal dah fully vaksin since september ini amat menyusahkan sy utk urusan kerja sbb tanpa status terkini majikan xbenarkan masuk kja reinstall app install balik many time pon tetap sama nak reset password pon xblh due unstabble connection katanya please resolve problem asap supaya xmenyusahkan org yg nak buat urusan helpdesk pon xmembantu dah byk kali call hotline pon still,-1
easy fast simple,2
awesome apps,2
fast,2
okay,1
"I have been using Nyka since a long time and I have experienced a great service, however now from last few weeks the app of Nykaa doesn't open and keeps loading. I have cleared the cache and data, allowed the permissions as well, uninstaled reinstalled the app but in vain. Switched to both wifi and mobile data doesn't changes anything. Need assistance for the same.",-1
Best app for makeup nd skincare,2
excellent,2
useful,2
helpfull,2
stupid app dh berapa kali dh buat report tentang sijil vaksin sampai skrg xada respon dh ambik dua dos dh sijil xada dri bulan buat report xada respon langsung sejuta kali buat report sama juga,-1
good,2
I love nykaa:),2
amazing,2
recent update cannot check appointment status cannot logout app cannot update covid status health app giving problem anxiety people started problem trace bluetooth cannot linked please something app,-1
good,2
"Would better add animated wallpapers. Overall, good daily updated wallpapers",2
nice app,2
poor app cannot relog change password already reinstall doesnt change anything,-1
government useless,-1
I am happy with nykaa,2
ok,1
cant even sign register,-1
superb,2
easy use,2
Misleading application. Futile products. The application needs updated return policy.,-1
cannot login mysejahtera cuz forgot password please repair asap irritating tiring,-1
poor,-1
Late delivery and worst customer service.,-1
useful,2
ok,1
used full,2
easy convenient,2
cant download certificate,-1
must improve application alert reminder appoinment,-1
There is some problem with the remove button .i am trying to remove few products from my shopping bag but this damn button isnt working at all. Can't evem find any option to remove all products from shoping bag . Ugh!,-1
excellent,2
I love these sides to buy beauty product,2
cannot find covid status bug help,-1
easy use,2
made chickens eat mice many convenient bugs big games free spins joke wait opponents response lots flaws sure rigged seems like,2
app experience average genuine products,1
slow,-1
Product not delivered on time. And help bot never help proper Inke costumer care se call ayaa product ke regards but ABI tk product nhi aye......,-1
awesomee,2
"Great fan of nykaa!!one can get all products for better discounts!!!""site for women""",2
lepas update invalid id please fix lah nak scan tak boleh kena saman pula nanti,-1
apps enough tq excellent,2
best apps,2
great app similarity real life procedures best software world,2
good,2
Wrost app they didn't refund my money,-1
authentic products and fast delivery,2
worst app world causes phone hung app slow phone stop responding cannot choose preferred vaccine rubbish app,-1
